n_Length,n_dots,n_hypens,n_underline,n_slash,n_questionmark,n_equal,n_AtSign,n_and,n_exclamation,n_space,n_tilde,n_comma,n_plus,n_asterisk,n_hastag,n_dollar,n_percent,n_redirection,label
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,3,0,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
19,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,3,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,2,2,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
29,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,3,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
176,3,10,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
103,4,1,2,3,1,3,0,2,0,0,0,0,0,0,0,0,4,1,1
56,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,3,2,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
173,2,3,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
31,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
248,2,1,2,9,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
111,2,1,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
183,2,17,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,3,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,3,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
188,4,0,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
221,2,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
105,2,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,6,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191,5,11,0,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
226,3,0,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
223,2,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,2,0,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1
82,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,4,0,0,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,3,1,5,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
34,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,1,1,0,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
161,2,2,3,6,1,3,0,2,0,0,0,0,0,0,0,0,0,1,1
68,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,14,1,0,7,2,6,0,10,0,0,0,0,0,0,0,0,0,0,1
45,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,2,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
39,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,3,1,0,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,5,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
75,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
100,3,1,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
62,3,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
35,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,1,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
32,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
195,4,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
122,2,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
46,2,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1
23,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
164,7,1,0,8,2,7,1,6,0,0,0,0,0,0,0,0,0,0,1
51,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
126,3,0,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
124,2,2,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,3,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
105,3,1,1,8,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
195,3,0,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
58,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45,5,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,3,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
73,2,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,1,2,2,12,1,3,0,1,0,0,0,0,0,0,0,0,0,2,1
105,2,2,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,2,1,1,7,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
84,2,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,3,2,6,7,1,3,0,2,0,0,0,0,0,0,0,0,8,0,1
60,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
237,1,30,0,5,1,2,0,2,0,0,0,0,0,0,0,0,2,0,1
25,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
328,3,9,4,7,1,6,0,4,0,0,0,0,0,0,0,0,0,1,1
33,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
132,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
66,4,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
20,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,1,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
110,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
84,2,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
245,2,1,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
178,2,3,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
132,5,4,0,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
55,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,2,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
63,2,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
101,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,3,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,2,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,3,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
80,3,1,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1
128,3,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64,4,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
129,2,1,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
61,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
66,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,4,2,2,3,1,3,0,2,0,0,0,0,0,0,0,0,5,1,1
18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,2,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
127,2,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
127,2,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,4,2,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
36,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
38,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
243,5,5,1,3,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
105,3,5,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
148,5,8,0,3,0,1,1,1,0,0,0,0,0,0,0,0,2,0,1
61,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,3,0,0,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
123,4,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
63,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,3,0,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
35,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
229,2,1,1,6,1,3,0,2,0,0,0,0,0,0,0,0,1,0,1
52,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
37,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,2,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
70,3,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1
113,2,1,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
45,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,1,1,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1
24,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
66,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
134,5,0,1,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
86,2,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
89,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,2,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
32,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1
104,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
136,3,1,1,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
40,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,2,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
130,2,1,2,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
36,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
85,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
138,3,1,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
36,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
76,2,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
44,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,1,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,1,1,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
49,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,4,1,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
171,1,2,0,9,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
77,4,0,0,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
126,3,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,2,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
81,3,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
22,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
225,2,0,1,9,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
83,2,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
77,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,2,1,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94,3,0,0,6,1,5,0,5,0,0,0,0,0,0,0,0,0,0,1
32,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
69,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
59,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,3,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
62,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
70,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
39,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,2,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,4,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
40,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
40,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
40,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
54,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,3,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
132,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
223,2,1,1,6,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1
274,3,8,0,3,1,4,0,3,0,0,0,0,0,0,0,0,16,2,1
58,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
47,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,2,0,3,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
